Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Bolivia,BOL,"Population, total",SP.POP.TOTL,3.6934489999999998,3.7648129999999997,3.8380970000000003,3.9133949999999995,3.990857,4.07059,4.152668,4.237125,4.324064,4.41359,4.505778,4.6005910000000005,4.6980830000000005,4.798508999999999,4.902168,5.009257,5.119833,5.233676999999999,5.350322,5.469123000000001,5.589575,5.711599,5.835182,5.95996,6.085496,6.21155,6.337893,6.464732,6.5927869999999995,6.723046000000001,6.856244,6.992521000000001,7.1317070000000005,7.273825,7.418861,7.566714,7.717442999999999,7.870855000000001,8.026254,8.182711999999999,8.339512,8.496375,8.653345,8.81042,8.967741,9.125409,9.283334,9.441444,9.599855,9.758747999999999,9.918242,10.078342999999998,10.239004,10.400264,10.562159,10.724705,10.887882000000001,11.042648476157009,11.199467453988365,11.356793888670971,11.515908566024068,11.677786401616,11.842730462940194,12.010461270275414,12.181934100587975,12.356833327266488
Brazil,BRA,"Population, total",SP.POP.TOTL,72.207554,74.351763,76.57324799999999,78.854019,81.168654,83.49802,85.837799,88.191378,90.557064,92.93507199999999,95.32679300000001,97.728961,100.143598,102.584278,105.06936699999999,107.6121,110.213082,112.86786699999999,115.577669,118.342626,121.159761,124.03090800000001,126.94736499999999,129.882321,132.80068400000002,135.67628100000002,138.499464,141.273488,144.001542,146.691981,149.352145,151.976577,154.564278,157.13268200000002,159.705123,162.296612,164.913306,167.545164,170.17064,172.759243,175.287587,177.75066999999999,180.151021,182.482149,184.738458,186.917361,189.012412,191.02663700000002,192.979029,194.895996,196.796269,198.68668799999998,200.56098300000002,202.408632,204.213133,205.962108,207.652865,208.9128802260028,210.15490799793764,211.25832571667524,212.25376077330628,213.13628268640167,213.87024072825733,214.46574223926655,214.9950965880456,215.4927548881401
Barbados,BRB,"Population, total",SP.POP.TOTL,0.23093899999999998,0.23167800000000002,0.23258600000000001,0.233587,0.23454699999999998,0.23537399999999997,0.236044,0.236621,0.23719899999999997,0.237913,0.238848,0.240035,0.241441,0.24297600000000003,0.24453899999999998,0.246034,0.247444,0.248784,0.25003200000000003,0.251177,0.25219400000000003,0.25308,0.253841,0.25451799999999997,0.255193,0.255924,0.256736,0.25761100000000003,0.258527,0.25945799999999997,0.260374,0.261275,0.26218400000000003,0.26308899999999996,0.264015,0.264959,0.265942,0.266945,0.26795,0.268922,0.269847,0.270685,0.271478,0.272258,0.273091,0.274009,0.275039,0.27615,0.277319,0.27847,0.279569,0.28060100000000004,0.281585,0.282509,0.283385,0.284217,0.284996,0.2929827416681468,0.29734909450327646,0.302478194337283,0.3082582322175556,0.314508171414009,0.32159316837739405,0.3295274529005459,0.3384693934762613,0.3487262705783011
Brunei Darussalam,BRN,"Population, total",SP.POP.TOTL,0.081745,0.085596,0.089516,0.09357599999999999,0.097848,0.102425,0.10731600000000001,0.11249400000000001,0.11795,0.123653,0.129583,0.13572599999999999,0.142073,0.14856,0.155109,0.161671,0.168224,0.174773,0.181257,0.187656,0.193949,0.20008499999999999,0.20612800000000003,0.21213600000000002,0.218227,0.224512,0.23097199999999998,0.23762199999999997,0.24445799999999998,0.25151399999999996,0.258785,0.26627399999999996,0.273963,0.28175100000000003,0.289525,0.297192,0.304699,0.31203800000000004,0.319222,0.326289,0.333241,0.340117,0.346867,0.353389,0.359523,0.365158,0.37025,0.374864,0.379252,0.383772,0.388662,0.394013,0.399748,0.40571599999999997,0.411704,0.417542,0.423196,0.4269343119501589,0.43186013303166315,0.4361796184202351,0.4398294108031361,0.44308814325961243,0.44548463498282925,0.4470506040439464,0.4478476467102578,0.4472846475271633
Botswana,BWA,"Population, total",SP.POP.TOTL,0.524552,0.537249,0.55084,0.565353,0.580799,0.59719,0.614613,0.633154,0.6528430000000001,0.67364,0.695597,0.718639,0.742835,0.768512,0.796095,0.82584,0.8578549999999999,0.891926,0.927585,0.964166,1.001158,1.038397,1.0758889999999999,1.1135389999999998,1.151292,1.189114,1.22681,1.264314,1.301818,1.339624,1.377912,1.416731,1.455833,1.494693,1.532622,1.569094,1.60406,1.637635,1.669625,1.699862,1.7283400000000002,1.754935,1.779953,1.804339,1.82933,1.855852,1.884238,1.9144139999999998,1.946351,1.979882,2.014866,2.051339,2.089315,2.128507,2.168573,2.209197,2.25026,2.2878014895047585,2.326603659994499,2.364582088862132,2.4033014609551255,2.444574807361408,2.487730782356882,2.5324482365895404,2.5770140341797023,2.619513963712128
Central African Republic,CAF,"Population, total",SP.POP.TOTL,1.503508,1.5292270000000001,1.556661,1.5857629999999998,1.616516,1.6488330000000002,1.682885,1.7186029999999999,1.7553439999999998,1.7922200000000001,1.828709,1.864598,1.9003169999999998,1.936841,1.9755209999999999,2.017372,2.062405,2.110457,2.162249,2.218575,2.279821,2.346797,2.418844,2.4931349999999997,2.565803,2.634232,2.6969819999999998,2.755244,2.8122439999999997,2.872668,2.93978,3.014624,3.0958069999999998,3.181222,3.26767,3.3527669999999996,3.435821,3.5173089999999996,3.597385,3.676508,3.754986,3.832203,3.9076120000000003,3.981665,4.055036,4.12791,4.201758,4.2758,4.345386,4.40423,4.448525,4.476153,4.490416000000001,4.4996529999999995,4.515391999999999,4.5461,4.594621,4.196784382022891,4.024313019395545,3.8368157050116065,3.6399579537668436,3.4429611960998887,3.255224384930937,3.062774669028037,2.86035008900143,2.6432590457452907
Canada,CAN,"Population, total",SP.POP.TOTL,17.909009,18.271,18.614,18.964000000000002,19.325,19.678,20.048,20.412,20.744,21.028000000000002,21.324,21.645535,21.993631,22.369408,22.774086999999998,23.209,23.518,23.796,24.035999999999998,24.276999999999997,24.593000000000004,24.9,25.201999999999998,25.456,25.701999999999998,25.941999999999997,26.204,26.55,26.895,27.379,27.791,28.171682,28.519596999999997,28.833409999999997,29.111906,29.354,29.6719,29.9872,30.2479,30.4992,30.7697,31.0819,31.362,31.676,31.995,32.312,32.570505,32.887928,33.245773,33.628571,34.005274,34.34278,34.750545,35.155451,35.544564,35.84861,36.286425,36.341521116092665,36.676284812247026,37.5401115809671,38.56009811377479,39.50485856311887,40.114206491477354,40.94451811026024,41.55004257211316,42.19134240781538
Switzerland,CHE,"Population, total",SP.POP.TOTL,5.327827,5.434294,5.573815,5.694247,5.789228,5.856472,5.9180019999999995,5.991785,6.067714,6.136387,6.180877,6.213399,6.260956,6.307347,6.341405,6.338632,6.302504,6.281174,6.281738,6.294365,6.319408,6.354074,6.391309,6.418773000000001,6.441865,6.470365,6.504124,6.545106,6.593386,6.6469119999999995,6.7155190000000005,6.799978,6.875364,6.9382649999999995,6.9937949999999995,7.040686999999999,7.07185,7.088906,7.110001,7.143991000000001,7.18425,7.229854,7.284753,7.339001,7.389625,7.4371149999999995,7.483934,7.551117,7.647675,7.743831,7.824909,7.912398,7.996861,8.089346,8.188649,8.282396,8.372098,7.726594700216594,7.6196775390267275,7.620800286284883,7.655721984073587,7.627738285869192,7.559129189693269,7.603666761539413,7.730707034728643,7.825323439085687
Chile,CHL,"Population, total",SP.POP.TOTL,7.716625,7.890156,8.067136,8.247415,8.430838,8.617077,8.806137,8.997325,9.188822,9.378243,9.563865,9.745189,9.922558,10.096295,10.267056,10.435534,10.601836,10.766419,10.930783,11.096867999999999,11.266226,11.439144,11.615836,11.797533999999999,11.985658,12.181028,12.384108,12.594145,12.809025,13.025797,13.242132000000002,13.457244000000001,13.671033,13.882667999999999,14.091389000000001,14.296613,14.497826000000002,14.694835000000001,14.887756,15.076951999999999,15.262754000000001,15.444969,15.623635,15.799542,15.973778,16.147064,16.319792,16.491687,16.661942,16.829442,16.993354,17.153357,17.309746,17.462982,17.613798000000003,17.762681,17.909754,18.17112368198448,18.380249470375553,18.605067371541168,18.84523388397946,19.098431650921594,19.366932171561228,19.650643933800847,19.95202860842123,20.27950039256788
China,CHN,"Population, total",SP.POP.TOTL,656.4580000000001,649.3084,654.3352,670.488,686.1014,702.535,722.3607,741.1254,760.7088,781.8605,803.805,826.2704,846.8887,866.5136,884.6422,900.3947,914.357,926.7952,939.1913,951.6983,963.3689999999999,975.691,990.1139999999999,1004.5189999999999,1017.7560000000001,1031.726,1047.281,1064.31,1081.6760000000002,1098.493,1114.7839999999999,1130.174,1144.167,1157.445,1170.657,1183.498,1196.025,1208.3319999999999,1220.006,1230.643,1240.368,1249.444,1257.879,1265.795,1273.386,1280.95,1288.143,1294.927,1301.618,1308.14,1314.543,1320.905,1327.379,1334.006,1340.836,1347.7279999999998,1355.125,1360.6413966227233,1374.1902698915449,1386.9333025915234,1396.247960359403,1411.9442822389422,1429.7658781011635,1437.5789348402764,1455.0115931397922,1472.6729333840826
